distance	O_AE_s1	O_pp_s1	O_AE_s2	O_pp_s2	O_AE_p1	O_pp_p1	O_AE_p2	O_pp_p2
0.4252109163	-0.459921996	-0.728285315	-0.3904593213	-0.6203561442	0.6477627038	0.3392072319	0.7385681106	0.3666226339
0.4269876184	-0.4645813928	-0.730451487	-0.3941532928	-0.6219272602	0.6498141767	0.3414615599	0.7406860624	0.3689684816
0.4287717388	-0.4692368482	-0.7326170058	-0.3978400067	-0.6234935639	0.6518618747	0.3437261654	0.7427960523	0.3713233494
0.4305633086	-0.4738880925	-0.7347817724	-0.4015191808	-0.6250549207	0.6539056977	0.3460010171	0.7448979243	0.3736871681
0.4323623588	-0.4785348542	-0.7369456865	-0.4051905307	-0.6266111944	0.6559455443	0.3482860824	0.7469915205	0.3760598664
0.4341689207	-0.4831768604	-0.7391086466	-0.40885377	-0.6281622471	0.6579813118	0.3505813267	0.7490766817	0.3784413703
0.4359830257	-0.4878138366	-0.7412705502	-0.4125086107	-0.6297079397	0.6600128964	0.3528867138	0.7511532465	0.3808316036
0.4378047051	-0.4924455065	-0.7434312935	-0.4161547626	-0.6312481314	0.6620401931	0.3552022057	0.753221052	0.3832304878
0.4396339908	-0.4970715924	-0.7455907716	-0.4197919334	-0.6327826801	0.6640630955	0.3575277627	0.7552799331	0.3856379416
0.4414709144	-0.5016918149	-0.7477488782	-0.423419829	-0.6343114419	0.6660814959	0.3598633433	0.7573297234	0.3880538815
0.4433155078	-0.5063058928	-0.749905506	-0.4270381533	-0.6358342715	0.6680952854	0.3622089041	0.7593702541	0.3904782215
0.445167803	-0.5109135435	-0.7520605466	-0.4306466081	-0.6373510222	0.6701043538	0.3645643999	0.7614013549	0.3929108729
0.4470278322	-0.5155144828	-0.7542138902	-0.4342448935	-0.6388615456	0.6721085895	0.3669297835	0.7634228536	0.3953517443
0.4488956278	-0.5201084246	-0.7563654258	-0.4378327072	-0.6403656917	0.6741078795	0.369305006	0.765434576	0.3978007419
0.450771222	-0.5246950814	-0.7585150413	-0.4414097452	-0.6418633091	0.6761021099	0.3716900163	0.767436346	0.4002577692
0.4526546475	-0.5292741642	-0.7606626233	-0.4449757014	-0.6433542446	0.678091165	0.3740847616	0.769427986	0.4027227268
0.454545937	-0.5338453821	-0.7628080573	-0.4485302679	-0.6448383438	0.6800749282	0.3764891868	0.7714093161	0.4051955127
0.4564451233	-0.538408443	-0.7649512274	-0.4520731348	-0.6463154502	0.6820532814	0.3789032351	0.7733801549	0.4076760221
0.4583522394	-0.5429630531	-0.7670920165	-0.4556039902	-0.6477854062	0.6840261054	0.3813268474	0.7753403191	0.4101641474
0.4602673184	-0.547508917	-0.7692303064	-0.4591225203	-0.6492480523	0.6859932798	0.3837599627	0.7772896236	0.412659778
0.4621903936	-0.5520457381	-0.7713659776	-0.4626284095	-0.6507032276	0.6879546828	0.3862025175	0.7792278817	0.4151628005
0.4641214982	-0.556573218	-0.7734989092	-0.4661213404	-0.6521507693	0.6899101917	0.3886544467	0.7811549048	0.4176730987
0.4660606659	-0.5610910572	-0.7756289793	-0.4696009937	-0.6535905132	0.6918596825	0.3911156826	0.7830705028	0.4201905531
0.4680079304	-0.5655989548	-0.7777560645	-0.4730670484	-0.6550222936	0.6938030301	0.3935861555	0.7849744838	0.4227150414
0.4699633254	-0.5700966085	-0.7798800404	-0.4765191816	-0.6564459428	0.6957401085	0.3960657934	0.7868666546	0.4252464383
0.4719268848	-0.5745837147	-0.7820007811	-0.4799570689	-0.6578612918	0.6976707906	0.398554522	0.7887468201	0.4277846152
0.4738986428	-0.5790599687	-0.7841181596	-0.4833803841	-0.6592681698	0.6995949483	0.4010522648	0.7906147841	0.4303294404
0.4758786336	-0.5835250646	-0.7862320476	-0.4867887994	-0.6606664042	0.7015124526	0.4035589428	0.7924703486	0.4328807792
0.4778668916	-0.5879786953	-0.7883423155	-0.4901819855	-0.6620558212	0.7034231737	0.4060744748	0.7943133145	0.4354384935
0.4798634513	-0.5924205529	-0.7904488324	-0.4935596115	-0.6634362448	0.7053269809	0.4085987772	0.7961434813	0.4380024421
0.4818683473	-0.5968503282	-0.7925514661	-0.496921345	-0.6648074978	0.7072237427	0.4111317638	0.7979606471	0.4405724803
0.4838816145	-0.6012677112	-0.7946500833	-0.5002668523	-0.666169401	0.7091133271	0.4136733463	0.7997646091	0.4431484601
0.4859032878	-0.6056723913	-0.7967445493	-0.5035957982	-0.6675217736	0.7109956011	0.4162234335	0.8015551629	0.4457302303
0.4879334023	-0.6100640565	-0.798834728	-0.5069078462	-0.6688644333	0.7128704314	0.418781932	0.8033321035	0.4483176361
0.4899719933	-0.6144423947	-0.8009204823	-0.5102026586	-0.6701971959	0.714737684	0.4213487456	0.8050952245	0.4509105194
0.4920190961	-0.6188070927	-0.8030016735	-0.5134798963	-0.6715198755	0.7165972243	0.4239237758	0.8068443186	0.4535087183
0.4940747463	-0.6231578368	-0.8050781618	-0.5167392194	-0.6728322848	0.7184489173	0.4265069213	0.8085791777	0.4561120677
0.4961389796	-0.6274943129	-0.8071498061	-0.5199802865	-0.6741342345	0.7202926277	0.4290980782	0.8102995928	0.4587203987
0.4982118318	-0.6318162062	-0.8092164639	-0.5232027553	-0.6754255337	0.7221282198	0.4316971399	0.8120053539	0.4613335389
0.500293339	-0.6361232018	-0.8112779916	-0.5264062825	-0.6767059898	0.7239555575	0.4343039972	0.8136962506	0.463951312
0.5023835371	-0.640414984	-0.8133342442	-0.5295905239	-0.6779754084	0.7257745044	0.436918538	0.8153720714	0.4665735384
0.5044824626	-0.6446912372	-0.8153850753	-0.5327551344	-0.6792335937	0.7275849241	0.4395406476	0.8170326044	0.4692000342
0.5065901518	-0.6489516454	-0.8174303374	-0.535899768	-0.6804803478	0.7293866798	0.4421702084	0.8186776371	0.4718306123
0.5087066414	-0.6531958927	-0.8194698816	-0.5390240779	-0.6817154713	0.7311796346	0.4448071001	0.8203069562	0.4744650813
0.5108319682	-0.6574236626	-0.8215035578	-0.5421277166	-0.682938763	0.7329636517	0.4474511993	0.8219203483	0.4771032461
0.5129661689	-0.6616346391	-0.8235312144	-0.5452103359	-0.6841500201	0.7347385941	0.4501023798	0.823517599	0.4797449078
0.5151092806	-0.665828506	-0.8255526988	-0.5482715871	-0.685349038	0.7365043247	0.4527605127	0.825098494	0.4823898633
0.5172613407	-0.6700049471	-0.8275678568	-0.5513111206	-0.6865356103	0.7382607066	0.4554254659	0.8266628181	0.4850379058
0.5194223863	-0.6741636465	-0.8295765333	-0.5543285866	-0.6877095291	0.7400076027	0.4580971044	0.8282103563	0.4876888241
0.5215924551	-0.6783042884	-0.8315785716	-0.5573236346	-0.6888705845	0.7417448764	0.4607752901	0.8297408927	0.4903424032
0.5237715847	-0.6824265573	-0.8335738137	-0.5602959138	-0.6900185652	0.7434723907	0.463459882	0.8312542115	0.492998424
0.525959813	-0.6865301381	-0.8355621006	-0.5632450728	-0.6911532578	0.7451900092	0.4661507359	0.8327500966	0.4956566631
0.5281571779	-0.6906147159	-0.8375432718	-0.56617076	-0.6922744475	0.7468975954	0.4688477045	0.8342283315	0.4983168928
0.5303637176	-0.6946799764	-0.8395171656	-0.5690726235	-0.6933819176	0.748595013	0.4715506375	0.8356886996	0.5009788815
0.5325794704	-0.6987256055	-0.841483619	-0.571950311	-0.6944754499	0.7502821261	0.4742593814	0.8371309842	0.5036423931
0.5348044747	-0.7027512899	-0.8434424677	-0.5748034701	-0.6955548241	0.7519587989	0.4769737793	0.8385549683	0.5063071871
0.5370387693	-0.7067567168	-0.8453935463	-0.5776317482	-0.6966198186	0.7536248958	0.4796936713	0.8399604349	0.508973019
0.5392823928	-0.7107415738	-0.8473366879	-0.5804347925	-0.6976702098	0.7552802817	0.4824188941	0.8413471667	0.5116396395
0.5415353843	-0.7147055494	-0.8492717246	-0.5832122501	-0.6987057725	0.7569248215	0.4851492813	0.8427149466	0.5143067951
0.5437977828	-0.7186483328	-0.8511984871	-0.5859637682	-0.6997262799	0.7585583808	0.4878846631	0.8440635573	0.5169742279
0.5460696276	-0.7225696138	-0.8531168049	-0.5886889936	-0.7007315032	0.7601808252	0.4906248662	0.8453927812	0.5196416753
0.5483509582	-0.7264690831	-0.8550265061	-0.5913875735	-0.7017212123	0.7617920207	0.4933697142	0.8467024011	0.5223088703
0.5506418142	-0.7303464323	-0.856927418	-0.594059155	-0.702695175	0.763391834	0.4961190273	0.8479921995	0.5249755413
0.5529422353	-0.7342013537	-0.8588193662	-0.5967033852	-0.7036531577	0.7649801316	0.498872622	0.849261959	0.5276414122
0.5552522615	-0.7380335408	-0.8607021753	-0.5993199115	-0.704594925	0.766556781	0.5016303117	0.8505114622	0.5303062019
0.5575719329	-0.7418426877	-0.8625756688	-0.6019083814	-0.7055202398	0.7681216497	0.5043919061	0.8517404917	0.5329696252
0.5599012898	-0.7456284899	-0.8644396687	-0.6044684425	-0.7064288635	0.7696746058	0.5071572115	0.8529488301	0.5356313917
0.5622403725	-0.7493906437	-0.8662939962	-0.6069997427	-0.7073205555	0.7712155177	0.5099260309	0.8541362601	0.5382912065
0.5645892218	-0.7531288466	-0.868138471	-0.6095019302	-0.7081950739	0.7727442544	0.5126981633	0.8553025646	0.54094877
0.5669478784	-0.7568427972	-0.8699729117	-0.6119746536	-0.709052175	0.7742606854	0.5154734045	0.8564475264	0.5436037775
0.5693163832	-0.7605321953	-0.8717971358	-0.6144175617	-0.7098916133	0.7757646804	0.5182515467	0.8575709284	0.5462559198
0.5716947773	-0.764196742	-0.8736109597	-0.6168303037	-0.7107131419	0.7772561099	0.5210323784	0.8586725538	0.5489048828
0.5740831021	-0.7678361394	-0.8754141985	-0.6192125293	-0.7115165123	0.7787348446	0.5238156845	0.8597521857	0.5515503474
0.5764813991	-0.7714500913	-0.8772066662	-0.6215638886	-0.7123014741	0.7802007561	0.5266012464	0.8608096075	0.5541919896
0.5788897097	-0.7750383024	-0.8789881758	-0.6238840322	-0.7130677756	0.7816537161	0.5293888416	0.8618446026	0.5568294806
0.581308076	-0.7786004792	-0.8807585391	-0.6261726112	-0.7138151633	0.783093597	0.5321782442	0.8628569546	0.5594624867
0.5837365398	-0.7821363292	-0.8825175668	-0.6284292775	-0.7145433822	0.784520272	0.5349692245	0.8638464475	0.5620906689
0.5861751433	-0.7856455619	-0.8842650686	-0.6306536832	-0.7152521757	0.7859336144	0.5377615491	0.864812865	0.5647136837
0.5886239288	-0.7891278878	-0.886000853	-0.6328454814	-0.7159412857	0.7873334984	0.5405549808	0.8657559916	0.5673311821
0.5910829389	-0.7925830191	-0.8877247276	-0.6350043258	-0.7166104525	0.7887197987	0.5433492789	0.8666756115	0.5699428105
0.5935522163	-0.7960106699	-0.8894364988	-0.6371298707	-0.7172594149	0.7900923906	0.5461441989	0.8675715095	0.5725482099
0.5960318037	-0.7994105554	-0.8911359721	-0.6392217713	-0.7178879101	0.7914511499	0.5489394923	0.8684434704	0.5751470166
0.5985217444	-0.802782393	-0.892822952	-0.6412796834	-0.7184956739	0.7927959533	0.5517349073	0.8692912794	0.5777388615
0.6010220814	-0.8061259014	-0.8944972419	-0.643303264	-0.7190824405	0.7941266777	0.554530188	0.8701147218	0.5803233708
0.6035328582	-0.8094408013	-0.8961586442	-0.6452921706	-0.7196479428	0.7954432011	0.5573250748	0.8709135835	0.5829001651
0.6060541185	-0.812726815	-0.8978069606	-0.6472460619	-0.720191912	0.796745402	0.5601193046	0.8716876504	0.5854688605
0.6085859059	-0.815983667	-0.8994419915	-0.6491645973	-0.7207140781	0.7980331594	0.5629126101	0.8724367088	0.5880290675
0.6111282644	-0.8192110832	-0.9010635367	-0.6510474375	-0.7212141695	0.7993063533	0.5657047207	0.8731605455	0.5905803919
0.6136812382	-0.8224087918	-0.9026713949	-0.652894244	-0.7216919132	0.8005648641	0.5684953616	0.8738589475	0.5931224341
0.6162448716	-0.8255765229	-0.904265364	-0.6547046795	-0.7221470351	0.8018085733	0.5712842546	0.8745317021	0.5956547896
0.618819209	-0.8287140085	-0.905845241	-0.6564784077	-0.7225792593	0.8030373627	0.5740711176	0.8751785972	0.5981770487
0.6214042953	-0.8318209827	-0.9074108221	-0.6582150937	-0.7229883088	0.8042511152	0.5768556648	0.8757994209	0.6006887967
0.6240001752	-0.8348971817	-0.9089619026	-0.6599144035	-0.7233739053	0.8054497143	0.5796376065	0.8763939618	0.6031896137
0.6266068938	-0.8379423438	-0.910498277	-0.6615760045	-0.7237357691	0.8066330444	0.5824166495	0.8769620091	0.6056790748
0.6292244964	-0.8409562097	-0.9120197392	-0.6631995655	-0.7240736193	0.8078009906	0.5851924967	0.8775033521	0.6081567502
0.6318530285	-0.843938522	-0.9135260822	-0.6647847564	-0.7243871737	0.8089534388	0.5879648476	0.8780177809	0.6106222048
0.6344925356	-0.8468890258	-0.9150170982	-0.6663312487	-0.7246761489	0.8100902758	0.5907333977	0.878505086	0.6130749986
0.6371430636	-0.8498074685	-0.9164925789	-0.6678387151	-0.7249402601	0.8112113893	0.5934978389	0.8789650583	0.6155146868
0.6398046586	-0.8526935997	-0.9179523151	-0.6693068299	-0.7251792216	0.8123166677	0.5962578597	0.8793974893	0.6179408192
0.6424773666	-0.8555471716	-0.9193960972	-0.6707352689	-0.7253927464	0.8134060005	0.5990131448	0.8798021711	0.6203529411
0.6451612341	-0.8583679386	-0.9208237148	-0.6721237093	-0.7255805464	0.8144792779	0.6017633754	0.8801788963	0.6227505926
0.6478563078	-0.8611556579	-0.9222349569	-0.6734718301	-0.7257423324	0.815536391	0.604508229	0.8805274581	0.6251333091
0.6505626344	-0.8639100889	-0.9236296119	-0.6747793118	-0.7258778141	0.8165772321	0.6072473797	0.8808476504	0.6275006212
0.6532802608	-0.8666309938	-0.9250074678	-0.6760458365	-0.7259867	0.8176016942	0.6099804982	0.8811392676	0.6298520544
0.6560092343	-0.8693181374	-0.926368312	-0.6772710881	-0.726068698	0.8186096714	0.6127072517	0.8814021046	0.6321871298
0.6587496023	-0.8719712871	-0.9277119314	-0.6784547524	-0.7261235147	0.8196010586	0.6154273039	0.8816359574	0.6345053636
0.6615014123	-0.8745902128	-0.9290381125	-0.6795965167	-0.7261508556	0.8205757519	0.6181403153	0.8818406223	0.6368062675
0.6642647121	-0.8771746876	-0.9303466413	-0.6806960704	-0.7261504258	0.8215336483	0.6208459429	0.8820158964	0.6390893485
0.6670395496	-0.8797244869	-0.9316373035	-0.6817531047	-0.7261219289	0.822474646	0.6235438406	0.8821615776	0.6413541091
0.6698259731	-0.8822393893	-0.9329098844	-0.6827673127	-0.7260650682	0.8233986439	0.6262336592	0.8822774645	0.6436000473
0.6726240309	-0.884719176	-0.9341641689	-0.6837383895	-0.7259795457	0.8243055424	0.6289150461	0.8823633563	0.6458266568
0.6754337716	-0.8871636314	-0.9353999417	-0.6846660322	-0.725865063	0.8251952426	0.6315876457	0.8824190533	0.6480334269
0.678255244	-0.8895725425	-0.9366169873	-0.6855499399	-0.7257213206	0.826067647	0.6342510996	0.8824443562	0.6502198427
0.681088497	-0.8919456994	-0.9378150898	-0.6863898141	-0.7255480187	0.8269226591	0.636905046	0.8824390669	0.652385385
0.6839335799	-0.8942828955	-0.9389940333	-0.687185358	-0.7253448564	0.8277601834	0.6395491207	0.8824029879	0.6545295306
0.6867905421	-0.896583927	-0.9401536016	-0.6879362773	-0.7251115324	0.8285801257	0.6421829564	0.8823359225	0.6566517525
0.6896594331	-0.8988485931	-0.9412935785	-0.6886422799	-0.7248477448	0.829382393	0.6448061831	0.8822376752	0.6587515194
0.6925403027	-0.9010766965	-0.9424137477	-0.6893030758	-0.7245531911	0.8301668933	0.6474184283	0.882108051	0.6608282965
0.695433201	-0.9032680428	-0.9435138928	-0.6899183776	-0.7242275683	0.830933536	0.6500193169	0.8819468561	0.6628815452
0.6983381782	-0.9054224409	-0.9445937974	-0.6904879	-0.7238705728	0.8316822316	0.652608471	0.8817538974	0.6649107233
0.7012552847	-0.9075397031	-0.9456532452	-0.6910113601	-0.7234819008	0.8324128919	0.6551855109	0.881528983	0.6669152852
0.7041845712	-0.9096196448	-0.9466920201	-0.6914884777	-0.723061248	0.8331254298	0.6577500541	0.8812719216	0.6688946818
0.7071260885	-0.9116620849	-0.9477099059	-0.6919189749	-0.7226083096	0.8338197596	0.6603017162	0.8809825233	0.6708483609
0.7100798877	-0.9136668456	-0.9487066867	-0.6923025762	-0.7221227808	0.8344957968	0.6628401108	0.880660599	0.672775767
0.71304602	-0.9156337524	-0.9496821467	-0.692639009	-0.7216043563	0.8351534582	0.6653648491	0.8803059605	0.6746763419
0.7160245371	-0.9175626345	-0.9506360705	-0.6929280031	-0.7210527307	0.835792662	0.667875541	0.8799184207	0.6765495242
0.7190154905	-0.9194533243	-0.9515682428	-0.6931692908	-0.7204675984	0.8364133276	0.6703717942	0.8794977938	0.6783947501
0.7220189322	-0.921305658	-0.952478449	-0.6933626075	-0.7198486537	0.8370153758	0.6728532152	0.8790438948	0.680211453
0.7250349144	-0.9231194751	-0.9533664745	-0.6935076909	-0.7191955909	0.8375987286	0.6753194086	0.8785565398	0.6819990641
0.7280634893	-0.9248946188	-0.9542321052	-0.6936042818	-0.7185081041	0.8381633096	0.6777699779	0.8780355462	0.6837570123
0.7311047097	-0.926630936	-0.9550751277	-0.6936521236	-0.7177858878	0.8387090435	0.6802045253	0.8774807322	0.6854847242
0.7341586283	-0.928328277	-0.9558953289	-0.6936509627	-0.7170286361	0.8392358567	0.6826226518	0.8768919175	0.6871816248
0.737225298	-0.9299864961	-0.9566924964	-0.6936005482	-0.7162360436	0.8397436768	0.6850239578	0.8762689226	0.6888471371
0.7403047722	-0.931605451	-0.9574664183	-0.6935006323	-0.715407805	0.8402324327	0.6874080424	0.8756115695	0.6904806825
0.7433971043	-0.9331850034	-0.9582168835	-0.69335097	-0.7145436152	0.8407020551	0.6897745043	0.8749196811	0.6920816813
0.7465023481	-0.9347250186	-0.9589436815	-0.6931513196	-0.7136431695	0.8411524758	0.6921229418	0.8741930817	0.6936495523
0.7496205573	-0.9362253657	-0.9596466027	-0.6929014421	-0.7127061633	0.8415836281	0.6944529527	0.8734315967	0.6951837133
0.7527517862	-0.9376859178	-0.9603254381	-0.6926011018	-0.7117322927	0.8419954469	0.6967641345	0.8726350528	0.6966835814
0.755896089	-0.9391065516	-0.9609799797	-0.6922500659	-0.7107212542	0.8423878686	0.6990560848	0.8718032778	0.698148573
0.7590535205	-0.940487148	-0.9616100205	-0.6918481051	-0.7096727447	0.8427608307	0.7013284014	0.8709361011	0.699578104
0.7622241354	-0.9418275915	-0.9622153543	-0.6913949929	-0.7085864617	0.8431142728	0.7035806822	0.8700333529	0.7009715901
0.7654079887	-0.9431277707	-0.962795776	-0.6908905064	-0.7074621034	0.8434481355	0.7058125258	0.869094865	0.7023284471
0.7686051358	-0.9443875781	-0.9633510816	-0.6903344256	-0.7062993688	0.8437623611	0.7080235313	0.8681204705	0.7036480909
0.7718156321	-0.9456069103	-0.9638810681	-0.6897265341	-0.7050979574	0.8440568934	0.7102132986	0.8671100036	0.7049299379
0.7750395334	-0.9467856677	-0.9643855338	-0.6890666187	-0.7038575697	0.844331678	0.7123814288	0.8660633001	0.7061734049
0.7782768956	-0.947923755	-0.9648642781	-0.6883544694	-0.702577907	0.8445866615	0.7145275239	0.864980197	0.7073779098
0.781527775	-0.9490210807	-0.9653171019	-0.68758988	-0.7012586716	0.8448217926	0.7166511876	0.8638605325	0.7085428715
0.7847922279	-0.9500775575	-0.9657438072	-0.6867726474	-0.6998995667	0.8450370212	0.7187520248	0.8627041465	0.7096677103
0.7880703112	-0.9510931022	-0.9661441974	-0.685902572	-0.6985002965	0.845232299	0.7208296424	0.8615108801	0.7107518478
0.7913620816	-0.9520676357	-0.9665180775	-0.684979458	-0.6970605666	0.8454075791	0.7228836493	0.8602805757	0.7117947078
0.7946675963	-0.953001083	-0.9668652539	-0.6840031127	-0.6955800835	0.8455628164	0.7249136562	0.8590130772	0.7127957156
0.7979869127	-0.9538933733	-0.9671855345	-0.6829733473	-0.694058555	0.8456979672	0.7269192764	0.8577082299	0.7137542991
0.8013200885	-0.9547444399	-0.9674787289	-0.6818899765	-0.6924956903	0.8458129895	0.7289001256	0.8563658806	0.7146698885
0.8046671815	-0.9555542204	-0.9677446482	-0.6807528185	-0.6908911999	0.8459078429	0.7308558223	0.8549858775	0.715541917
0.8080282498	-0.9563226566	-0.9679831054	-0.6795616955	-0.6892447957	0.8459824886	0.7327859877	0.8535680701	0.7163698203
0.8114033518	-0.9570496943	-0.9681939151	-0.678316433	-0.6875561911	0.8460368895	0.7346902463	0.8521123095	0.7171530376
0.814792546	-0.9577352838	-0.9683768938	-0.6770168604	-0.6858251013	0.8460710101	0.7365682258	0.8506184482	0.7178910116
0.8181958914	-0.9583793796	-0.9685318599	-0.6756628109	-0.6840512427	0.8460848164	0.7384195572	0.8490863403	0.7185831883
0.8216134469	-0.9589819402	-0.9686586335	-0.6742541216	-0.6822343336	0.8460782763	0.7402438753	0.8475158413	0.7192290178
0.8250452719	-0.9595429288	-0.9687570371	-0.672790633	-0.6803740942	0.8460513592	0.7420408188	0.8459068082	0.7198279545
0.8284914261	-0.9600623126	-0.9688268948	-0.6712721898	-0.6784702464	0.846004036	0.7438100303	0.8442590994	0.7203794566
0.8319519692	-0.9605400631	-0.968868033	-0.6696986406	-0.6765225137	0.8459362797	0.7455511566	0.842572575	0.7208829874
0.8354269613	-0.9609761562	-0.9688802801	-0.6680698376	-0.674530622	0.8458480645	0.7472638488	0.8408470965	0.7213380147
0.8389164627	-0.9613705722	-0.9688634669	-0.6663856372	-0.672494299	0.8457393666	0.7489477626	0.8390825271	0.7217440112
0.8424205341	-0.9617232953	-0.9688174263	-0.6646458996	-0.6704132744	0.8456101637	0.7506025585	0.8372787312	0.722100455
0.8459392362	-0.9620343147	-0.9687419933	-0.6628504892	-0.6682872802	0.8454604353	0.7522279016	0.8354355753	0.7224068293
0.8494726301	-0.9623036233	-0.9686370057	-0.660999274	-0.6661160505	0.8452901623	0.7538234622	0.8335529268	0.7226626231
0.8530207773	-0.9625312187	-0.9685023033	-0.6590921265	-0.6638993217	0.8450993277	0.7553889156	0.8316306552	0.7228673311
0.8565837392	-0.9627171027	-0.9683377284	-0.657128923	-0.6616368324	0.8448879159	0.7569239425	0.8296686313	0.7230204537
0.8601615778	-0.9628612816	-0.9681431259	-0.6551095439	-0.6593283239	0.8446559131	0.7584282289	0.8276667276	0.7231214975
0.8637543551	-0.962963766	-0.9679183433	-0.6530338738	-0.6569735397	0.8444033072	0.7599014665	0.825624818	0.7231699755
0.8673621336	-0.9630245707	-0.9676632304	-0.6509018013	-0.6545722258	0.8441300876	0.7613433523	0.8235427784	0.7231654068
0.8709849759	-0.9630437151	-0.96737764	-0.6487132194	-0.652124131	0.8438362457	0.7627535894	0.8214204858	0.723107317
0.8746229448	-0.9630212228	-0.9670614272	-0.646468025	-0.6496290067	0.8435217745	0.7641318865	0.8192578192	0.7229952384
0.8782761036	-0.9629571219	-0.9667144501	-0.6441661195	-0.6470866067	0.8431866685	0.7654779583	0.8170546591	0.72282871
0.8819445156	-0.9628514446	-0.9663365696	-0.6418074082	-0.644496688	0.8428309241	0.7667915252	0.8148108874	0.7226072774
0.8856282445	-0.9627042277	-0.9659276492	-0.6393918009	-0.6418590102	0.8424545395	0.7680723139	0.812526388	0.7223304932
0.8893273543	-0.9625155124	-0.9654875554	-0.6369192117	-0.6391733359	0.8420575143	0.7693200571	0.8102010463	0.7219979169
0.8930419093	-0.962285344	-0.9650161576	-0.6343895588	-0.6364394305	0.84163985	0.7705344934	0.8078347492	0.7216091148
0.8967719738	-0.9620137724	-0.9645133281	-0.631802765	-0.6336570625	0.8412015498	0.7717153677	0.8054273853	0.7211636603
0.9005176127	-0.9617008517	-0.9639789422	-0.629158757	-0.6308260036	0.8407426185	0.7728624306	0.8029788451	0.7206611336
0.904278891	-0.9613466404	-0.9634128783	-0.6264574664	-0.6279460284	0.8402630627	0.7739754392	0.8004890203	0.7201011218
0.908055874	-0.9609512014	-0.9628150179	-0.6236988289	-0.625016915	0.8397628907	0.7750541561	0.7979578048	0.7194832189
0.9118486272	-0.9605146017	-0.9621852454	-0.6208827845	-0.6220384445	0.8392421123	0.7760983503	0.7953850938	0.7188070258
0.9156572166	-0.9600369128	-0.9615234486	-0.6180092778	-0.6190104014	0.8387007394	0.7771077963	0.7927707843	0.71807215
0.9194817081	-0.9595182107	-0.9608295183	-0.6150782579	-0.6159325736	0.8381387851	0.7780822745	0.7901147748	0.7172782057
0.9233221683	-0.9589585752	-0.9601033487	-0.6120896783	-0.6128047524	0.8375562646	0.7790215709	0.7874169659	0.7164248135
0.9271786638	-0.9583580909	-0.9593448372	-0.6090434968	-0.6096267326	0.8369531947	0.779925477	0.7846772594	0.7155116004
0.9310512616	-0.9577168464	-0.9585538844	-0.6059396759	-0.6063983126	0.8363295936	0.7807937899	0.7818955592	0.7145381994
0.9349400289	-0.9570349346	-0.9577303944	-0.6027781827	-0.6031192944	0.8356854815	0.7816263114	0.7790717706	0.7135042496
0.9388450331	-0.9563124528	-0.9568742746	-0.5995589886	-0.5997894835	0.8350208803	0.7824228488	0.7762058008	0.7124093959
0.9427663421	-0.9555495024	-0.9559854358	-0.5962820697	-0.5964086895	0.8343358133	0.7831832138	0.7732975586	0.7112532885
0.9467040241	-0.9547461891	-0.9550637923	-0.5929474066	-0.5929767254	0.8336303057	0.7839072229	0.7703469546	0.7100355829
0.9506581472	-0.9539026227	-0.9541092618	-0.5895549847	-0.5894934083	0.8329043843	0.7845946969	0.767353901	0.7087559396
0.9546287802	-0.9530189175	-0.9531217657	-0.5861047937	-0.5859585591	0.8321580775	0.7852454606	0.7643183118	0.7074140237
0.9586159921	-0.9520951916	-0.9521012288	-0.5825968281	-0.5823720027	0.8313914157	0.7858593426	0.7612401027	0.7060095046
0.962619852	-0.9511315676	-0.9510475796	-0.5790310871	-0.578733568	0.8306044304	0.7864361749	0.7581191912	0.7045420557
0.9666404295	-0.950128172	-0.9499607501	-0.5754075744	-0.5750430881	0.8297971551	0.7869757929	0.7549554965	0.7030113539
0.9706777943	-0.9490851357	-0.9488406761	-0.5717262985	-0.5713004	0.8289696251	0.7874780346	0.7517489393	0.7014170794
0.9747320165	-0.9480025934	-0.947687297	-0.5679872725	-0.5675053453	0.8281218769	0.7879427408	0.7484994424	0.6997589153
0.9788031666	-0.9468806843	-0.9465005562	-0.5641905142	-0.5636577696	0.8272539489	0.7883697543	0.7452069302	0.698036547
0.9828913152	-0.9457195512	-0.9452804006	-0.5603360462	-0.559757523	0.8263658813	0.7887589198	0.7418713288	0.696249662
0.9869965333	-0.9445193413	-0.9440267811	-0.5564238958	-0.5558044599	0.8254577155	0.7891100834	0.7384925661	0.6943979493
0.9911188922	-0.9432802057	-0.9427396524	-0.552454095	-0.5517984394	0.8245294948	0.7894230926	0.7350705717	0.6924810992
0.9952584634	-0.9420022996	-0.9414189733	-0.5484266807	-0.547739325	0.8235812641	0.7896977954	0.7316052771	0.6904988028
0.9994153187	-0.9406857821	-0.9400647065	-0.5443416943	-0.5436269849	0.8226130699	0.7899340403	0.7280966153	0.6884507514
1.00358953	-0.9393308163	-0.9386768186	-0.5401991823	-0.5394612921	0.8216249602	0.7901316761	0.7245445214	0.6863366364
1.007781171	-0.9379375692	-0.9372552805	-0.5359991959	-0.5352421245	0.8206169847	0.790290551	0.720948932	0.6841561486
1.011990313	-0.9365062118	-0.9358000672	-0.531741791	-0.5309693647	0.8195891946	0.7904105129	0.7173097856	0.6819089781
1.01621703	-0.9350369189	-0.9343111579	-0.5274270284	-0.5266429004	0.8185416427	0.7904914088	0.7136270225	0.679594814
