distance	Zr_AE_s1	Zr_pp_s1	Zr_AE_s2	Zr_pp_s2	Zr_AE_p1	Zr_pp_p1	Zr_AE_p2	Zr_pp_p2	Zr_AE_d1	Zr_pp_d1	Zr_AE_d2	Zr_pp_d2
2.02E-03	5.56E-02	-4.33E-03	2.03E-02	-2.03E-03	1.36E-03	6.30E-06	6.34E-04	3.14E-06	3.45E-06	-5.94E-09	3.64E-06	-6.38E-09
2.02E-03	5.58E-02	-4.34E-03	2.03E-02	-2.04E-03	1.37E-03	6.36E-06	6.38E-04	3.17E-06	3.49E-06	-6.02E-09	3.69E-06	-6.46E-09
2.03E-03	5.60E-02	-4.36E-03	2.04E-02	-2.04E-03	1.38E-03	6.41E-06	6.43E-04	3.20E-06	3.53E-06	-6.10E-09	3.73E-06	-6.54E-09
2.04E-03	5.63E-02	-4.38E-03	2.05E-02	-2.05E-03	1.39E-03	6.47E-06	6.48E-04	3.22E-06	3.57E-06	-6.18E-09	3.78E-06	-6.63E-09
2.05E-03	5.65E-02	-4.40E-03	2.06E-02	-2.06E-03	1.41E-03	6.52E-06	6.53E-04	3.25E-06	3.62E-06	-6.26E-09	3.82E-06	-6.72E-09
2.06E-03	5.67E-02	-4.42E-03	2.06E-02	-2.07E-03	1.42E-03	6.58E-06	6.59E-04	3.28E-06	3.66E-06	-6.34E-09	3.87E-06	-6.80E-09
2.07E-03	5.69E-02	-4.44E-03	2.07E-02	-2.08E-03	1.43E-03	6.63E-06	6.64E-04	3.31E-06	3.71E-06	-6.42E-09	3.91E-06	-6.89E-09
2.08E-03	5.71E-02	-4.46E-03	2.08E-02	-2.09E-03	1.44E-03	6.69E-06	6.69E-04	3.34E-06	3.75E-06	-6.51E-09	3.96E-06	-6.98E-09
2.09E-03	5.73E-02	-4.48E-03	2.09E-02	-2.10E-03	1.45E-03	6.75E-06	6.74E-04	3.37E-06	3.80E-06	-6.59E-09	4.01E-06	-7.07E-09
2.10E-03	5.75E-02	-4.50E-03	2.09E-02	-2.11E-03	1.46E-03	6.81E-06	6.79E-04	3.39E-06	3.84E-06	-6.68E-09	4.06E-06	-7.16E-09
2.10E-03	5.77E-02	-4.51E-03	2.10E-02	-2.12E-03	1.47E-03	6.87E-06	6.85E-04	3.42E-06	3.89E-06	-6.76E-09	4.11E-06	-7.25E-09
2.11E-03	5.80E-02	-4.53E-03	2.11E-02	-2.13E-03	1.48E-03	6.93E-06	6.90E-04	3.45E-06	3.94E-06	-6.85E-09	4.16E-06	-7.35E-09
2.12E-03	5.82E-02	-4.55E-03	2.12E-02	-2.13E-03	1.50E-03	6.99E-06	6.95E-04	3.48E-06	3.98E-06	-6.94E-09	4.21E-06	-7.44E-09
2.13E-03	5.84E-02	-4.57E-03	2.13E-02	-2.14E-03	1.51E-03	7.05E-06	7.01E-04	3.51E-06	4.03E-06	-7.03E-09	4.26E-06	-7.54E-09
2.14E-03	5.86E-02	-4.59E-03	2.13E-02	-2.15E-03	1.52E-03	7.11E-06	7.06E-04	3.54E-06	4.08E-06	-7.12E-09	4.31E-06	-7.64E-09
2.15E-03	5.88E-02	-4.61E-03	2.14E-02	-2.16E-03	1.53E-03	7.17E-06	7.12E-04	3.57E-06	4.13E-06	-7.21E-09	4.36E-06	-7.74E-09
2.16E-03	5.90E-02	-4.63E-03	2.15E-02	-2.17E-03	1.54E-03	7.23E-06	7.17E-04	3.60E-06	4.18E-06	-7.30E-09	4.42E-06	-7.84E-09
2.17E-03	5.93E-02	-4.65E-03	2.16E-02	-2.18E-03	1.55E-03	7.29E-06	7.23E-04	3.64E-06	4.23E-06	-7.40E-09	4.47E-06	-7.94E-09
2.18E-03	5.95E-02	-4.67E-03	2.17E-02	-2.19E-03	1.57E-03	7.35E-06	7.28E-04	3.67E-06	4.28E-06	-7.49E-09	4.52E-06	-8.04E-09
2.19E-03	5.97E-02	-4.69E-03	2.17E-02	-2.20E-03	1.58E-03	7.42E-06	7.34E-04	3.70E-06	4.33E-06	-7.59E-09	4.58E-06	-8.14E-09
2.20E-03	5.99E-02	-4.71E-03	2.18E-02	-2.21E-03	1.59E-03	7.48E-06	7.40E-04	3.73E-06	4.39E-06	-7.69E-09	4.63E-06	-8.25E-09
2.21E-03	6.01E-02	-4.73E-03	2.19E-02	-2.22E-03	1.60E-03	7.55E-06	7.45E-04	3.76E-06	4.44E-06	-7.79E-09	4.69E-06	-8.36E-09
2.22E-03	6.04E-02	-4.75E-03	2.20E-02	-2.23E-03	1.62E-03	7.61E-06	7.51E-04	3.79E-06	4.49E-06	-7.89E-09	4.75E-06	-8.47E-09
2.22E-03	6.06E-02	-4.77E-03	2.21E-02	-2.24E-03	1.63E-03	7.68E-06	7.57E-04	3.83E-06	4.55E-06	-7.99E-09	4.80E-06	-8.57E-09
2.23E-03	6.08E-02	-4.79E-03	2.21E-02	-2.25E-03	1.64E-03	7.74E-06	7.63E-04	3.86E-06	4.60E-06	-8.10E-09	4.86E-06	-8.69E-09
2.24E-03	6.10E-02	-4.81E-03	2.22E-02	-2.26E-03	1.65E-03	7.81E-06	7.69E-04	3.89E-06	4.66E-06	-8.20E-09	4.92E-06	-8.80E-09
2.25E-03	6.13E-02	-4.84E-03	2.23E-02	-2.27E-03	1.67E-03	7.88E-06	7.75E-04	3.93E-06	4.71E-06	-8.31E-09	4.98E-06	-8.91E-09
2.26E-03	6.15E-02	-4.86E-03	2.24E-02	-2.28E-03	1.68E-03	7.94E-06	7.81E-04	3.96E-06	4.77E-06	-8.41E-09	5.04E-06	-9.03E-09
2.27E-03	6.17E-02	-4.88E-03	2.25E-02	-2.29E-03	1.69E-03	8.01E-06	7.87E-04	3.99E-06	4.83E-06	-8.52E-09	5.10E-06	-9.14E-09
2.28E-03	6.19E-02	-4.90E-03	2.26E-02	-2.30E-03	1.71E-03	8.08E-06	7.93E-04	4.03E-06	4.89E-06	-8.63E-09	5.16E-06	-9.26E-09
2.29E-03	6.22E-02	-4.92E-03	2.26E-02	-2.31E-03	1.72E-03	8.15E-06	7.99E-04	4.06E-06	4.95E-06	-8.74E-09	5.23E-06	-9.38E-09
2.30E-03	6.24E-02	-4.94E-03	2.27E-02	-2.32E-03	1.73E-03	8.22E-06	8.05E-04	4.10E-06	5.01E-06	-8.86E-09	5.29E-06	-9.50E-09
2.31E-03	6.26E-02	-4.96E-03	2.28E-02	-2.33E-03	1.75E-03	8.29E-06	8.12E-04	4.13E-06	5.07E-06	-8.97E-09	5.35E-06	-9.63E-09
2.32E-03	6.29E-02	-4.98E-03	2.29E-02	-2.34E-03	1.76E-03	8.36E-06	8.18E-04	4.17E-06	5.13E-06	-9.09E-09	5.42E-06	-9.75E-09
2.33E-03	6.31E-02	-5.00E-03	2.30E-02	-2.35E-03	1.77E-03	8.43E-06	8.24E-04	4.20E-06	5.19E-06	-9.20E-09	5.48E-06	-9.88E-09
2.34E-03	6.33E-02	-5.02E-03	2.31E-02	-2.36E-03	1.79E-03	8.51E-06	8.31E-04	4.24E-06	5.25E-06	-9.32E-09	5.55E-06	-1.00E-08
2.35E-03	6.36E-02	-5.05E-03	2.31E-02	-2.37E-03	1.80E-03	8.58E-06	8.37E-04	4.28E-06	5.32E-06	-9.44E-09	5.62E-06	-1.01E-08
2.36E-03	6.38E-02	-5.07E-03	2.32E-02	-2.38E-03	1.81E-03	8.65E-06	8.44E-04	4.31E-06	5.38E-06	-9.57E-09	5.69E-06	-1.03E-08
2.37E-03	6.40E-02	-5.09E-03	2.33E-02	-2.39E-03	1.83E-03	8.73E-06	8.50E-04	4.35E-06	5.45E-06	-9.69E-09	5.75E-06	-1.04E-08
2.38E-03	6.43E-02	-5.11E-03	2.34E-02	-2.40E-03	1.84E-03	8.80E-06	8.57E-04	4.39E-06	5.51E-06	-9.81E-09	5.82E-06	-1.05E-08
2.39E-03	6.45E-02	-5.13E-03	2.35E-02	-2.41E-03	1.86E-03	8.88E-06	8.63E-04	4.43E-06	5.58E-06	-9.94E-09	5.89E-06	-1.07E-08
2.40E-03	6.47E-02	-5.16E-03	2.36E-02	-2.42E-03	1.87E-03	8.95E-06	8.70E-04	4.46E-06	5.65E-06	-1.01E-08	5.97E-06	-1.08E-08
2.41E-03	6.50E-02	-5.18E-03	2.37E-02	-2.43E-03	1.89E-03	9.03E-06	8.77E-04	4.50E-06	5.72E-06	-1.02E-08	6.04E-06	-1.09E-08
2.42E-03	6.52E-02	-5.20E-03	2.37E-02	-2.44E-03	1.90E-03	9.11E-06	8.84E-04	4.54E-06	5.79E-06	-1.03E-08	6.11E-06	-1.11E-08
2.43E-03	6.54E-02	-5.22E-03	2.38E-02	-2.45E-03	1.92E-03	9.19E-06	8.91E-04	4.58E-06	5.86E-06	-1.05E-08	6.19E-06	-1.12E-08
2.44E-03	6.57E-02	-5.24E-03	2.39E-02	-2.46E-03	1.93E-03	9.27E-06	8.97E-04	4.62E-06	5.93E-06	-1.06E-08	6.26E-06	-1.14E-08
2.45E-03	6.59E-02	-5.27E-03	2.40E-02	-2.47E-03	1.95E-03	9.35E-06	9.04E-04	4.66E-06	6.00E-06	-1.07E-08	6.34E-06	-1.15E-08
2.47E-03	6.62E-02	-5.29E-03	2.41E-02	-2.48E-03	1.96E-03	9.43E-06	9.11E-04	4.70E-06	6.07E-06	-1.09E-08	6.41E-06	-1.17E-08
2.48E-03	6.64E-02	-5.31E-03	2.42E-02	-2.49E-03	1.98E-03	9.51E-06	9.19E-04	4.74E-06	6.14E-06	-1.10E-08	6.49E-06	-1.18E-08
2.49E-03	6.66E-02	-5.33E-03	2.43E-02	-2.50E-03	1.99E-03	9.59E-06	9.26E-04	4.78E-06	6.22E-06	-1.12E-08	6.57E-06	-1.20E-08
2.50E-03	6.69E-02	-5.36E-03	2.44E-02	-2.51E-03	2.01E-03	9.67E-06	9.33E-04	4.82E-06	6.29E-06	-1.13E-08	6.65E-06	-1.21E-08
2.51E-03	6.71E-02	-5.38E-03	2.44E-02	-2.52E-03	2.02E-03	9.75E-06	9.40E-04	4.86E-06	6.37E-06	-1.14E-08	6.73E-06	-1.23E-08
2.52E-03	6.74E-02	-5.40E-03	2.45E-02	-2.53E-03	2.04E-03	9.84E-06	9.47E-04	4.90E-06	6.45E-06	-1.16E-08	6.81E-06	-1.24E-08
2.53E-03	6.76E-02	-5.43E-03	2.46E-02	-2.54E-03	2.05E-03	9.92E-06	9.55E-04	4.95E-06	6.53E-06	-1.17E-08	6.89E-06	-1.26E-08
2.54E-03	6.79E-02	-5.45E-03	2.47E-02	-2.55E-03	2.07E-03	1.00E-05	9.62E-04	4.99E-06	6.60E-06	-1.19E-08	6.98E-06	-1.28E-08
2.55E-03	6.81E-02	-5.47E-03	2.48E-02	-2.57E-03	2.09E-03	1.01E-05	9.70E-04	5.03E-06	6.68E-06	-1.20E-08	7.06E-06	-1.29E-08
2.56E-03	6.84E-02	-5.50E-03	2.49E-02	-2.58E-03	2.10E-03	1.02E-05	9.77E-04	5.07E-06	6.77E-06	-1.22E-08	7.15E-06	-1.31E-08
2.57E-03	6.86E-02	-5.52E-03	2.50E-02	-2.59E-03	2.12E-03	1.03E-05	9.85E-04	5.12E-06	6.85E-06	-1.24E-08	7.23E-06	-1.33E-08
2.58E-03	6.89E-02	-5.54E-03	2.51E-02	-2.60E-03	2.13E-03	1.04E-05	9.92E-04	5.16E-06	6.93E-06	-1.25E-08	7.32E-06	-1.34E-08
2.60E-03	6.91E-02	-5.57E-03	2.52E-02	-2.61E-03	2.15E-03	1.04E-05	1.00E-03	5.21E-06	7.01E-06	-1.27E-08	7.41E-06	-1.36E-08
2.61E-03	6.94E-02	-5.59E-03	2.53E-02	-2.62E-03	2.17E-03	1.05E-05	1.01E-03	5.25E-06	7.10E-06	-1.28E-08	7.50E-06	-1.38E-08
2.62E-03	6.96E-02	-5.62E-03	2.53E-02	-2.63E-03	2.18E-03	1.06E-05	1.02E-03	5.30E-06	7.18E-06	-1.30E-08	7.59E-06	-1.40E-08
2.63E-03	6.99E-02	-5.64E-03	2.54E-02	-2.64E-03	2.20E-03	1.07E-05	1.02E-03	5.34E-06	7.27E-06	-1.32E-08	7.68E-06	-1.41E-08
2.64E-03	7.01E-02	-5.66E-03	2.55E-02	-2.65E-03	2.22E-03	1.08E-05	1.03E-03	5.39E-06	7.36E-06	-1.33E-08	7.77E-06	-1.43E-08
2.65E-03	7.04E-02	-5.69E-03	2.56E-02	-2.67E-03	2.24E-03	1.09E-05	1.04E-03	5.43E-06	7.45E-06	-1.35E-08	7.87E-06	-1.45E-08
2.66E-03	7.06E-02	-5.71E-03	2.57E-02	-2.68E-03	2.25E-03	1.10E-05	1.05E-03	5.48E-06	7.54E-06	-1.37E-08	7.96E-06	-1.47E-08
2.67E-03	7.09E-02	-5.74E-03	2.58E-02	-2.69E-03	2.27E-03	1.11E-05	1.06E-03	5.53E-06	7.63E-06	-1.39E-08	8.06E-06	-1.49E-08
2.69E-03	7.11E-02	-5.76E-03	2.59E-02	-2.70E-03	2.29E-03	1.12E-05	1.06E-03	5.57E-06	7.72E-06	-1.40E-08	8.16E-06	-1.51E-08
2.70E-03	7.14E-02	-5.79E-03	2.60E-02	-2.71E-03	2.31E-03	1.13E-05	1.07E-03	5.62E-06	7.82E-06	-1.42E-08	8.26E-06	-1.53E-08
2.71E-03	7.16E-02	-5.81E-03	2.61E-02	-2.72E-03	2.32E-03	1.14E-05	1.08E-03	5.67E-06	7.91E-06	-1.44E-08	8.36E-06	-1.55E-08
2.72E-03	7.19E-02	-5.83E-03	2.62E-02	-2.74E-03	2.34E-03	1.15E-05	1.09E-03	5.72E-06	8.01E-06	-1.46E-08	8.46E-06	-1.57E-08
2.73E-03	7.21E-02	-5.86E-03	2.63E-02	-2.75E-03	2.36E-03	1.16E-05	1.10E-03	5.77E-06	8.10E-06	-1.48E-08	8.56E-06	-1.59E-08
2.74E-03	7.24E-02	-5.88E-03	2.64E-02	-2.76E-03	2.38E-03	1.17E-05	1.11E-03	5.82E-06	8.20E-06	-1.50E-08	8.66E-06	-1.61E-08
2.75E-03	7.27E-02	-5.91E-03	2.65E-02	-2.77E-03	2.40E-03	1.18E-05	1.11E-03	5.87E-06	8.30E-06	-1.52E-08	8.77E-06	-1.63E-08
2.77E-03	7.29E-02	-5.94E-03	2.66E-02	-2.78E-03	2.42E-03	1.19E-05	1.12E-03	5.92E-06	8.40E-06	-1.54E-08	8.87E-06	-1.65E-08
2.78E-03	7.32E-02	-5.96E-03	2.67E-02	-2.79E-03	2.43E-03	1.20E-05	1.13E-03	5.97E-06	8.50E-06	-1.56E-08	8.98E-06	-1.67E-08
2.79E-03	7.35E-02	-5.99E-03	2.67E-02	-2.81E-03	2.45E-03	1.21E-05	1.14E-03	6.02E-06	8.61E-06	-1.58E-08	9.09E-06	-1.69E-08
2.80E-03	7.37E-02	-6.01E-03	2.68E-02	-2.82E-03	2.47E-03	1.22E-05	1.15E-03	6.07E-06	8.71E-06	-1.60E-08	9.20E-06	-1.71E-08
2.81E-03	7.40E-02	-6.04E-03	2.69E-02	-2.83E-03	2.49E-03	1.23E-05	1.16E-03	6.12E-06	8.81E-06	-1.62E-08	9.31E-06	-1.73E-08
2.83E-03	7.42E-02	-6.06E-03	2.70E-02	-2.84E-03	2.51E-03	1.24E-05	1.17E-03	6.17E-06	8.92E-06	-1.64E-08	9.42E-06	-1.76E-08
2.84E-03	7.45E-02	-6.09E-03	2.71E-02	-2.85E-03	2.53E-03	1.25E-05	1.18E-03	6.23E-06	9.03E-06	-1.66E-08	9.54E-06	-1.78E-08
2.85E-03	7.48E-02	-6.11E-03	2.72E-02	-2.87E-03	2.55E-03	1.26E-05	1.18E-03	6.28E-06	9.14E-06	-1.68E-08	9.65E-06	-1.80E-08
2.86E-03	7.50E-02	-6.14E-03	2.73E-02	-2.88E-03	2.57E-03	1.27E-05	1.19E-03	6.33E-06	9.25E-06	-1.70E-08	9.77E-06	-1.83E-08
2.87E-03	7.53E-02	-6.17E-03	2.74E-02	-2.89E-03	2.59E-03	1.28E-05	1.20E-03	6.39E-06	9.36E-06	-1.72E-08	9.89E-06	-1.85E-08
2.89E-03	7.56E-02	-6.19E-03	2.75E-02	-2.90E-03	2.61E-03	1.29E-05	1.21E-03	6.44E-06	9.47E-06	-1.75E-08	1.00E-05	-1.87E-08
2.90E-03	7.58E-02	-6.22E-03	2.76E-02	-2.92E-03	2.63E-03	1.30E-05	1.22E-03	6.50E-06	9.59E-06	-1.77E-08	1.01E-05	-1.90E-08
2.91E-03	7.61E-02	-6.25E-03	2.77E-02	-2.93E-03	2.65E-03	1.31E-05	1.23E-03	6.55E-06	9.70E-06	-1.79E-08	1.03E-05	-1.92E-08
2.92E-03	7.64E-02	-6.27E-03	2.78E-02	-2.94E-03	2.67E-03	1.33E-05	1.24E-03	6.61E-06	9.82E-06	-1.81E-08	1.04E-05	-1.95E-08
2.94E-03	7.66E-02	-6.30E-03	2.79E-02	-2.95E-03	2.69E-03	1.34E-05	1.25E-03	6.66E-06	9.94E-06	-1.84E-08	1.05E-05	-1.97E-08
2.95E-03	7.69E-02	-6.33E-03	2.80E-02	-2.97E-03	2.71E-03	1.35E-05	1.26E-03	6.72E-06	1.01E-05	-1.86E-08	1.06E-05	-2.00E-08
2.96E-03	7.72E-02	-6.35E-03	2.81E-02	-2.98E-03	2.73E-03	1.36E-05	1.27E-03	6.78E-06	1.02E-05	-1.88E-08	1.08E-05	-2.02E-08
2.97E-03	7.75E-02	-6.38E-03	2.82E-02	-2.99E-03	2.75E-03	1.37E-05	1.28E-03	6.84E-06	1.03E-05	-1.91E-08	1.09E-05	-2.05E-08
2.99E-03	7.77E-02	-6.41E-03	2.83E-02	-3.00E-03	2.77E-03	1.38E-05	1.29E-03	6.90E-06	1.04E-05	-1.93E-08	1.10E-05	-2.07E-08
3.00E-03	7.80E-02	-6.43E-03	2.84E-02	-3.02E-03	2.80E-03	1.40E-05	1.30E-03	6.95E-06	1.06E-05	-1.96E-08	1.12E-05	-2.10E-08
3.01E-03	7.83E-02	-6.46E-03	2.85E-02	-3.03E-03	2.82E-03	1.41E-05	1.31E-03	7.01E-06	1.07E-05	-1.98E-08	1.13E-05	-2.13E-08
3.03E-03	7.86E-02	-6.49E-03	2.86E-02	-3.04E-03	2.84E-03	1.42E-05	1.32E-03	7.07E-06	1.08E-05	-2.01E-08	1.14E-05	-2.15E-08
3.04E-03	7.88E-02	-6.52E-03	2.87E-02	-3.06E-03	2.86E-03	1.43E-05	1.33E-03	7.13E-06	1.09E-05	-2.03E-08	1.16E-05	-2.18E-08
3.05E-03	7.91E-02	-6.55E-03	2.88E-02	-3.07E-03	2.88E-03	1.44E-05	1.34E-03	7.20E-06	1.11E-05	-2.06E-08	1.17E-05	-2.21E-08
3.06E-03	7.94E-02	-6.57E-03	2.89E-02	-3.08E-03	2.91E-03	1.46E-05	1.35E-03	7.26E-06	1.12E-05	-2.09E-08	1.18E-05	-2.24E-08
3.08E-03	7.97E-02	-6.60E-03	2.90E-02	-3.09E-03	2.93E-03	1.47E-05	1.36E-03	7.32E-06	1.13E-05	-2.11E-08	1.20E-05	-2.27E-08
3.09E-03	8.00E-02	-6.63E-03	2.91E-02	-3.11E-03	2.95E-03	1.48E-05	1.37E-03	7.38E-06	1.15E-05	-2.14E-08	1.21E-05	-2.30E-08
3.10E-03	8.02E-02	-6.66E-03	2.92E-02	-3.12E-03	2.97E-03	1.49E-05	1.38E-03	7.44E-06	1.16E-05	-2.17E-08	1.23E-05	-2.33E-08
3.12E-03	8.05E-02	-6.69E-03	2.93E-02	-3.13E-03	3.00E-03	1.51E-05	1.39E-03	7.51E-06	1.18E-05	-2.20E-08	1.24E-05	-2.36E-08
3.13E-03	8.08E-02	-6.71E-03	2.94E-02	-3.15E-03	3.02E-03	1.52E-05	1.40E-03	7.57E-06	1.19E-05	-2.22E-08	1.26E-05	-2.39E-08
3.14E-03	8.11E-02	-6.74E-03	2.95E-02	-3.16E-03	3.04E-03	1.53E-05	1.41E-03	7.64E-06	1.20E-05	-2.25E-08	1.27E-05	-2.42E-08
3.16E-03	8.14E-02	-6.77E-03	2.96E-02	-3.17E-03	3.07E-03	1.54E-05	1.43E-03	7.70E-06	1.22E-05	-2.28E-08	1.29E-05	-2.45E-08
3.17E-03	8.17E-02	-6.80E-03	2.97E-02	-3.19E-03	3.09E-03	1.56E-05	1.44E-03	7.77E-06	1.23E-05	-2.31E-08	1.30E-05	-2.48E-08
3.18E-03	8.19E-02	-6.83E-03	2.98E-02	-3.20E-03	3.11E-03	1.57E-05	1.45E-03	7.83E-06	1.25E-05	-2.34E-08	1.32E-05	-2.51E-08
3.20E-03	8.22E-02	-6.86E-03	2.99E-02	-3.22E-03	3.14E-03	1.58E-05	1.46E-03	7.90E-06	1.26E-05	-2.37E-08	1.34E-05	-2.54E-08
3.21E-03	8.25E-02	-6.89E-03	3.00E-02	-3.23E-03	3.16E-03	1.60E-05	1.47E-03	7.97E-06	1.28E-05	-2.40E-08	1.35E-05	-2.58E-08
3.22E-03	8.28E-02	-6.92E-03	3.01E-02	-3.24E-03	3.19E-03	1.61E-05	1.48E-03	8.04E-06	1.29E-05	-2.43E-08	1.37E-05	-2.61E-08
3.24E-03	8.31E-02	-6.95E-03	3.03E-02	-3.26E-03	3.21E-03	1.63E-05	1.49E-03	8.10E-06	1.31E-05	-2.46E-08	1.38E-05	-2.64E-08
3.25E-03	8.34E-02	-6.98E-03	3.04E-02	-3.27E-03	3.24E-03	1.64E-05	1.50E-03	8.17E-06	1.33E-05	-2.49E-08	1.40E-05	-2.68E-08
3.27E-03	8.37E-02	-7.01E-03	3.05E-02	-3.28E-03	3.26E-03	1.65E-05	1.52E-03	8.24E-06	1.34E-05	-2.53E-08	1.42E-05	-2.71E-08
3.28E-03	8.40E-02	-7.04E-03	3.06E-02	-3.30E-03	3.29E-03	1.67E-05	1.53E-03	8.31E-06	1.36E-05	-2.56E-08	1.44E-05	-2.75E-08
3.29E-03	8.42E-02	-7.07E-03	3.07E-02	-3.31E-03	3.31E-03	1.68E-05	1.54E-03	8.38E-06	1.38E-05	-2.59E-08	1.45E-05	-2.78E-08
3.31E-03	8.45E-02	-7.10E-03	3.08E-02	-3.33E-03	3.34E-03	1.70E-05	1.55E-03	8.46E-06	1.39E-05	-2.62E-08	1.47E-05	-2.82E-08
3.32E-03	8.48E-02	-7.13E-03	3.09E-02	-3.34E-03	3.36E-03	1.71E-05	1.56E-03	8.53E-06	1.41E-05	-2.66E-08	1.49E-05	-2.85E-08
3.34E-03	8.51E-02	-7.16E-03	3.10E-02	-3.35E-03	3.39E-03	1.73E-05	1.58E-03	8.60E-06	1.43E-05	-2.69E-08	1.51E-05	-2.89E-08
3.35E-03	8.54E-02	-7.19E-03	3.11E-02	-3.37E-03	3.41E-03	1.74E-05	1.59E-03	8.67E-06	1.44E-05	-2.73E-08	1.52E-05	-2.93E-08
3.36E-03	8.57E-02	-7.22E-03	3.12E-02	-3.38E-03	3.44E-03	1.75E-05	1.60E-03	8.75E-06	1.46E-05	-2.76E-08	1.54E-05	-2.96E-08
3.38E-03	8.60E-02	-7.25E-03	3.13E-02	-3.40E-03	3.47E-03	1.77E-05	1.61E-03	8.82E-06	1.48E-05	-2.80E-08	1.56E-05	-3.00E-08
3.39E-03	8.63E-02	-7.28E-03	3.14E-02	-3.41E-03	3.49E-03	1.78E-05	1.62E-03	8.90E-06	1.50E-05	-2.83E-08	1.58E-05	-3.04E-08
3.41E-03	8.66E-02	-7.31E-03	3.15E-02	-3.43E-03	3.52E-03	1.80E-05	1.64E-03	8.97E-06	1.51E-05	-2.87E-08	1.60E-05	-3.08E-08
3.42E-03	8.69E-02	-7.34E-03	3.16E-02	-3.44E-03	3.55E-03	1.82E-05	1.65E-03	9.05E-06	1.53E-05	-2.91E-08	1.62E-05	-3.12E-08
3.44E-03	8.72E-02	-7.37E-03	3.18E-02	-3.46E-03	3.58E-03	1.83E-05	1.66E-03	9.13E-06	1.55E-05	-2.94E-08	1.64E-05	-3.16E-08
3.45E-03	8.75E-02	-7.40E-03	3.19E-02	-3.47E-03	3.60E-03	1.85E-05	1.67E-03	9.20E-06	1.57E-05	-2.98E-08	1.66E-05	-3.20E-08
3.47E-03	8.78E-02	-7.43E-03	3.20E-02	-3.49E-03	3.63E-03	1.86E-05	1.69E-03	9.28E-06	1.59E-05	-3.02E-08	1.68E-05	-3.24E-08
3.48E-03	8.81E-02	-7.47E-03	3.21E-02	-3.50E-03	3.66E-03	1.88E-05	1.70E-03	9.36E-06	1.61E-05	-3.06E-08	1.70E-05	-3.28E-08
3.49E-03	8.84E-02	-7.50E-03	3.22E-02	-3.51E-03	3.69E-03	1.89E-05	1.71E-03	9.44E-06	1.63E-05	-3.10E-08	1.72E-05	-3.32E-08
3.51E-03	8.87E-02	-7.53E-03	3.23E-02	-3.53E-03	3.72E-03	1.91E-05	1.73E-03	9.52E-06	1.65E-05	-3.14E-08	1.74E-05	-3.37E-08
3.52E-03	8.90E-02	-7.56E-03	3.24E-02	-3.54E-03	3.74E-03	1.93E-05	1.74E-03	9.60E-06	1.67E-05	-3.18E-08	1.76E-05	-3.41E-08
3.54E-03	8.93E-02	-7.59E-03	3.25E-02	-3.56E-03	3.77E-03	1.94E-05	1.75E-03	9.69E-06	1.69E-05	-3.22E-08	1.78E-05	-3.45E-08
3.55E-03	8.96E-02	-7.63E-03	3.26E-02	-3.57E-03	3.80E-03	1.96E-05	1.77E-03	9.77E-06	1.71E-05	-3.26E-08	1.80E-05	-3.50E-08
3.57E-03	8.99E-02	-7.66E-03	3.27E-02	-3.59E-03	3.83E-03	1.98E-05	1.78E-03	9.85E-06	1.73E-05	-3.30E-08	1.82E-05	-3.54E-08
3.58E-03	9.02E-02	-7.69E-03	3.29E-02	-3.61E-03	3.86E-03	1.99E-05	1.79E-03	9.93E-06	1.75E-05	-3.34E-08	1.85E-05	-3.59E-08
3.60E-03	9.05E-02	-7.72E-03	3.30E-02	-3.62E-03	3.89E-03	2.01E-05	1.81E-03	1.00E-05	1.77E-05	-3.39E-08	1.87E-05	-3.63E-08
3.62E-03	9.08E-02	-7.76E-03	3.31E-02	-3.64E-03	3.92E-03	2.03E-05	1.82E-03	1.01E-05	1.79E-05	-3.43E-08	1.89E-05	-3.68E-08
3.63E-03	9.12E-02	-7.79E-03	3.32E-02	-3.65E-03	3.95E-03	2.04E-05	1.84E-03	1.02E-05	1.81E-05	-3.47E-08	1.91E-05	-3.73E-08
3.65E-03	9.15E-02	-7.82E-03	3.33E-02	-3.67E-03	3.98E-03	2.06E-05	1.85E-03	1.03E-05	1.83E-05	-3.52E-08	1.94E-05	-3.77E-08
3.66E-03	9.18E-02	-7.86E-03	3.34E-02	-3.68E-03	4.01E-03	2.08E-05	1.86E-03	1.04E-05	1.86E-05	-3.56E-08	1.96E-05	-3.82E-08
3.68E-03	9.21E-02	-7.89E-03	3.35E-02	-3.70E-03	4.04E-03	2.10E-05	1.88E-03	1.05E-05	1.88E-05	-3.61E-08	1.98E-05	-3.87E-08
3.69E-03	9.24E-02	-7.92E-03	3.36E-02	-3.71E-03	4.07E-03	2.11E-05	1.89E-03	1.05E-05	1.90E-05	-3.65E-08	2.01E-05	-3.92E-08
3.71E-03	9.27E-02	-7.96E-03	3.38E-02	-3.73E-03	4.10E-03	2.13E-05	1.91E-03	1.06E-05	1.92E-05	-3.70E-08	2.03E-05	-3.97E-08
3.72E-03	9.30E-02	-7.99E-03	3.39E-02	-3.75E-03	4.14E-03	2.15E-05	1.92E-03	1.07E-05	1.95E-05	-3.75E-08	2.06E-05	-4.02E-08
3.74E-03	9.33E-02	-8.02E-03	3.40E-02	-3.76E-03	4.17E-03	2.17E-05	1.94E-03	1.08E-05	1.97E-05	-3.80E-08	2.08E-05	-4.07E-08
