distance	Zr_AE_s1	Zr_pp_s1	Zr_AE_s2	Zr_pp_s2	Zr_AE_p1	Zr_pp_p1	Zr_AE_p2	Zr_pp_p2	Zr_AE_d1	Zr_pp_d1	Zr_AE_d2	Zr_pp_d2
0.3174585656	0.53897822	-0.6372383292	0.1949361139	-0.2910355006	-0.4856610222	0.1459526497	-0.2236078289	7.14E-02	0.3040508296	-2.18E-02	0.3171922415	-2.33E-02
0.3187843279	0.5405882107	-0.6395438891	0.1954282606	-0.2920220888	-0.4865094034	0.1470902694	-0.2239173266	7.20E-02	0.3035650706	-2.20E-02	0.3166344864	-2.35E-02
0.3201156258	0.5421193939	-0.6418548118	0.1958902715	-0.2930100559	-0.4872998953	0.1482360493	-0.224198815	7.25E-02	0.3030589531	-2.23E-02	0.3160548512	-2.38E-02
0.3214524823	0.5435711361	-0.6441710704	0.1963219116	-0.2939993763	-0.4880320888	0.1493900362	-0.2244521007	7.31E-02	0.3025323709	-2.26E-02	0.3154532226	-2.41E-02
0.3227949206	0.5449428143	-0.6464926374	0.19672295	-0.2949900235	-0.4887055808	0.1505522769	-0.2246769931	7.36E-02	0.3019852189	-2.29E-02	0.3148294889	-2.44E-02
0.3241429641	0.5462338164	-0.6488194844	0.19709316	-0.2959819707	-0.4893199744	0.1517228181	-0.2248733048	7.42E-02	0.3014173936	-2.31E-02	0.3141835398	-2.47E-02
0.3254966362	0.5474435409	-0.6511515826	0.1974323191	-0.2969751908	-0.4898748793	0.1529017067	-0.2250408518	7.48E-02	0.3008287927	-2.34E-02	0.3135152665	-2.50E-02
0.3268559603	0.5485713977	-0.6534889025	0.1977402093	-0.297969656	-0.4903699116	0.1540889895	-0.2251794529	7.53E-02	0.3002193156	-2.37E-02	0.3128245618	-2.53E-02
0.3282209602	0.5496168076	-0.6558314137	0.1980166168	-0.2989653381	-0.4908046941	0.1552847136	-0.2252889304	7.59E-02	0.2995888628	-2.40E-02	0.31211132	-2.56E-02
0.3295916593	0.550579203	-0.6581790854	0.1982613325	-0.2999622085	-0.4911788561	0.1564889258	-0.2253691101	7.65E-02	0.2989373365	-2.43E-02	0.3113754371	-2.59E-02
0.3309680817	0.5514580278	-0.660531886	0.1984741516	-0.3009602381	-0.491492034	0.1577016732	-0.225419821	7.71E-02	0.2982646403	-2.46E-02	0.3106168105	-2.62E-02
0.3323502511	0.5522527377	-0.6628897831	0.1986548742	-0.3019593972	-0.4917438709	0.1589230028	-0.2254408954	7.76E-02	0.2975706793	-2.48E-02	0.3098353395	-2.65E-02
0.3337381915	0.5529628003	-0.6652527437	0.198803305	-0.3029596557	-0.491934017	0.1601529616	-0.2254321692	7.82E-02	0.2968553601	-2.51E-02	0.3090309249	-2.68E-02
0.3351319271	0.5535876953	-0.6676207341	0.1989192533	-0.3039609832	-0.4920621297	0.1613915968	-0.2253934821	7.88E-02	0.2961185909	-2.54E-02	0.3082034691	-2.72E-02
0.3365314821	0.5541269146	-0.6699937198	0.1990025333	-0.3049633483	-0.4921278734	0.1626389553	-0.2253246769	7.94E-02	0.2953602814	-2.58E-02	0.3073528765	-2.75E-02
0.3379368807	0.5545799625	-0.6723716656	0.1990529642	-0.3059667196	-0.49213092	0.1638950843	-0.2252256004	8.00E-02	0.2945803429	-2.61E-02	0.3064790529	-2.78E-02
0.3393481473	0.554946356	-0.6747545355	0.1990703701	-0.306971065	-0.4920709489	0.1651600309	-0.225096103	8.06E-02	0.2937786882	-2.64E-02	0.305581906	-2.81E-02
0.3407653065	0.5552256248	-0.6771422929	0.1990545801	-0.3079763517	-0.4919476467	0.166433842	-0.2249360387	8.12E-02	0.292955232	-2.67E-02	0.3046613452	-2.85E-02
0.3421883828	0.5554173113	-0.6795349004	0.1990054284	-0.3089825467	-0.4917607078	0.1677165649	-0.2247452655	8.18E-02	0.2921098904	-2.70E-02	0.3037172818	-2.88E-02
0.343617401	0.5555209712	-0.6819323196	0.1989227543	-0.3099896162	-0.4915098344	0.1690082464	-0.2245236451	8.25E-02	0.2912425811	-2.73E-02	0.3027496289	-2.92E-02
0.3450523858	0.5555361732	-0.6843345116	0.1988064025	-0.310997526	-0.4911947362	0.1703089337	-0.2242710431	8.31E-02	0.2903532237	-2.77E-02	0.3017583013	-2.95E-02
0.3464933623	0.5554624995	-0.6867414366	0.1986562226	-0.3120062414	-0.490815131	0.1716186736	-0.2239873291	8.37E-02	0.2894417393	-2.80E-02	0.3007432157	-2.99E-02
0.3479403553	0.5552995457	-0.689153054	0.1984720701	-0.3130157271	-0.4903707445	0.1729375133	-0.2236723765	8.43E-02	0.2885080508	-2.83E-02	0.2997042907	-3.02E-02
0.34939339	0.555046921	-0.6915693225	0.1982538053	-0.3140259472	-0.4898613105	0.1742654995	-0.223326063	8.50E-02	0.2875520829	-2.87E-02	0.2986414468	-3.06E-02
0.3508524917	0.5547042484	-0.6939901999	0.1980012944	-0.3150368653	-0.4892865709	0.1756026791	-0.2229482701	8.56E-02	0.2865737618	-2.90E-02	0.2975546065	-3.09E-02
0.3523176857	0.554271165	-0.6964156432	0.197714409	-0.3160484445	-0.4886462759	0.176949099	-0.2225388836	8.62E-02	0.2855730158	-2.93E-02	0.296443694	-3.13E-02
0.3537889973	0.5537473216	-0.6988456084	0.1973930261	-0.3170606471	-0.4879401839	0.1783048058	-0.2220977934	8.69E-02	0.2845497746	-2.97E-02	0.2953086356	-3.17E-02
0.3552664522	0.5531323835	-0.7012800511	0.1970370285	-0.3180734351	-0.4871680617	0.1796698463	-0.2216248936	8.75E-02	0.2835039701	-3.00E-02	0.2941493596	-3.21E-02
0.3567500761	0.5524260303	-0.7037189255	0.1966463047	-0.3190867697	-0.4863296848	0.181044267	-0.2211200825	8.82E-02	0.2824355357	-3.04E-02	0.2929657962	-3.24E-02
0.3582398946	0.5516279557	-0.7061621854	0.196220749	-0.3201006118	-0.4854248371	0.1824281144	-0.2205832628	8.88E-02	0.2813444068	-3.08E-02	0.2917578778	-3.28E-02
0.3597359336	0.5507378684	-0.7086097836	0.1957602612	-0.3211149214	-0.4844533111	0.183821435	-0.2200143414	8.95E-02	0.2802305206	-3.11E-02	0.2905255384	-3.32E-02
0.3612382191	0.5497554915	-0.7110616718	0.1952647473	-0.322129658	-0.483414908	0.1852242751	-0.2194132298	9.01E-02	0.2790938161	-3.15E-02	0.2892687146	-3.36E-02
0.3627467772	0.5486805631	-0.7135178011	0.1947341189	-0.3231447806	-0.4823094381	0.1866366809	-0.2187798437	9.08E-02	0.2779342344	-3.19E-02	0.2879873447	-3.40E-02
0.3642616341	0.5475128361	-0.7159781216	0.1941682939	-0.3241602475	-0.4811367201	0.1880586984	-0.2181141032	9.15E-02	0.2767517181	-3.23E-02	0.2866813691	-3.44E-02
0.365782816	0.5462520786	-0.7184425826	0.1935671959	-0.3251760164	-0.479896582	0.1894903737	-0.2174159332	9.22E-02	0.2755462121	-3.26E-02	0.2853507305	-3.48E-02
0.3673103494	0.5448980736	-0.7209111322	0.1929307547	-0.3261920444	-0.4785888608	0.1909317526	-0.2166852629	9.28E-02	0.274317663	-3.30E-02	0.2839953735	-3.52E-02
0.3688442608	0.5434506197	-0.7233837179	0.1922589062	-0.3272082878	-0.4772134023	0.1923828809	-0.2159220262	9.35E-02	0.2730660194	-3.34E-02	0.2826152449	-3.56E-02
0.3703845769	0.5419095304	-0.7258602861	0.1915515923	-0.3282247026	-0.4757700617	0.193843804	-0.2151261615	9.42E-02	0.2717912319	-3.38E-02	0.2812102938	-3.61E-02
0.3719313243	0.5402746352	-0.7283407823	0.1908087613	-0.3292412439	-0.4742587035	0.1953145674	-0.2142976119	9.49E-02	0.2704932531	-3.42E-02	0.2797804712	-3.65E-02
0.37348453	0.5385457788	-0.730825151	0.1900303675	-0.3302578663	-0.4726792012	0.1967952163	-0.2134363252	9.56E-02	0.2691720374	-3.46E-02	0.2783257306	-3.69E-02
0.3750442208	0.5367228217	-0.7333133359	0.1892163718	-0.3312745235	-0.4710314379	0.1982857958	-0.2125422539	9.63E-02	0.2678275413	-3.50E-02	0.2768460274	-3.73E-02
0.3766104239	0.5348056401	-0.7358052796	0.1883667411	-0.3322911688	-0.4693153059	0.1997863509	-0.2116153554	9.70E-02	0.2664597234	-3.54E-02	0.2753413194	-3.78E-02
0.3781831665	0.5327941261	-0.7383009236	0.1874814489	-0.3333077548	-0.4675307072	0.201296926	-0.2106555916	9.77E-02	0.2650685441	-3.59E-02	0.2738115666	-3.82E-02
0.3797624758	0.5306881875	-0.7408002087	0.1865604749	-0.3343242334	-0.4656775532	0.2028175659	-0.2096629294	9.84E-02	0.2636539661	-3.63E-02	0.2722567312	-3.87E-02
0.3813483794	0.5284877486	-0.7433030745	0.1856038054	-0.3353405556	-0.4637557649	0.2043483148	-0.2086373407	9.92E-02	0.262215954	-3.67E-02	0.2706767776	-3.91E-02
0.3829409046	0.5261927492	-0.7458094597	0.1846114331	-0.3363566721	-0.4617652729	0.2058892166	-0.207578802	9.99E-02	0.2607544745	-3.72E-02	0.2690716727	-3.96E-02
0.3845400792	0.5238031457	-0.7483193018	0.1835833572	-0.3373725327	-0.4597060176	0.2074403154	-0.2064872949	0.10061965	0.2592694963	-3.76E-02	0.2674413856	-4.01E-02
0.3861459309	0.5213189105	-0.7508325374	0.1825195836	-0.3383880864	-0.4575779491	0.2090016546	-0.2053628059	0.1013524687	0.2577609902	-3.80E-02	0.2657858875	-4.05E-02
0.3877584877	0.5187400324	-0.7533491022	0.1814201245	-0.3394032818	-0.4553810273	0.2105732777	-0.2042053266	0.1020896839	0.2562289291	-3.85E-02	0.2641051522	-4.10E-02
0.3893777774	0.5160665166	-0.7558689305	0.180284999	-0.3404180664	-0.453115222	0.2121552276	-0.2030148534	0.1028313058	0.2546732882	-3.89E-02	0.2623991556	-4.15E-02
0.3910038283	0.5132983845	-0.7583919559	0.1791142327	-0.3414323874	-0.4507805127	0.2137475473	-0.2017913878	0.1035773441	0.2530940446	-3.94E-02	0.2606678763	-4.20E-02
0.3926366685	0.5104356743	-0.7609181107	0.1779078578	-0.3424461908	-0.4483768891	0.2153502793	-0.2005349366	0.1043278082	0.2514911776	-3.99E-02	0.2589112948	-4.25E-02
0.3942763264	0.5074784405	-0.7634473262	0.1766659135	-0.3434594224	-0.4459043508	0.2169634658	-0.1992455113	0.1050827074	0.2498646685	-4.03E-02	0.2571293944	-4.30E-02
0.3959228305	0.5044267543	-0.7659795326	0.1753884453	-0.3444720269	-0.4433629073	0.2185871488	-0.1979231289	0.1058420504	0.248214501	-4.08E-02	0.2553221606	-4.35E-02
0.3975762093	0.5012807036	-0.7685146591	0.1740755059	-0.3454839482	-0.4407525784	0.2202213699	-0.1965678113	0.1066058457	0.2465406609	-4.13E-02	0.2534895812	-4.40E-02
0.3992364916	0.4980403929	-0.7710526335	0.1727271545	-0.3464951298	-0.4380733937	0.2218661704	-0.1951795856	0.1073741015	0.244843136	-4.18E-02	0.2516316465	-4.45E-02
0.4009037061	0.4947059434	-0.7735933828	0.1713434571	-0.3475055142	-0.4353253933	0.2235215913	-0.1937584843	0.1081468254	0.2431219164	-4.23E-02	0.2497483494	-4.50E-02
0.4025778818	0.4912774931	-0.7761368327	0.1699244868	-0.3485150431	-0.4325086272	0.2251876731	-0.1923045447	0.1089240249	0.2413769944	-4.28E-02	0.247839685	-4.55E-02
0.4042590479	0.4877551967	-0.7786829078	0.1684703232	-0.3495236575	-0.4296231558	0.2268644563	-0.1908178098	0.1097057071	0.2396083646	-4.33E-02	0.245905651	-4.61E-02
0.4059472334	0.4841392261	-0.7812315314	0.166981053	-0.3505312977	-0.4266690495	0.2285519805	-0.1892983276	0.1104918786	0.2378160237	-4.38E-02	0.2439462475	-4.66E-02
0.4076424677	0.4804297695	-0.783782626	0.1654567698	-0.3515379032	-0.4236463892	0.2302502855	-0.1877461514	0.1112825457	0.2359999705	-4.43E-02	0.2419614771	-4.71E-02
0.4093447802	0.4766270324	-0.7863361126	0.1638975738	-0.3525434124	-0.4205552661	0.2319594101	-0.1861613399	0.1120777143	0.2341602062	-4.48E-02	0.2399513449	-4.77E-02
0.4110542005	0.472731237	-0.7888919111	0.1623035726	-0.3535477634	-0.4173957815	0.2336793933	-0.184543957	0.1128773898	0.2322967342	-4.53E-02	0.2379158585	-4.82E-02
0.4127707582	0.4687426226	-0.7914499402	0.1606748804	-0.3545508932	-0.4141680474	0.2354102731	-0.182894072	0.1136815772	0.2304095602	-4.58E-02	0.2358550279	-4.88E-02
0.4144944832	0.4646614451	-0.7940101175	0.1590116184	-0.355552738	-0.4108721858	0.2371520874	-0.1812117595	0.1144902813	0.2284986921	-4.64E-02	0.2337688659	-4.94E-02
0.4162254053	0.4604879777	-0.7965723592	0.1573139149	-0.3565532332	-0.4075083294	0.2389048737	-0.1794970997	0.1153035063	0.22656414	-4.69E-02	0.2316573876	-4.99E-02
0.4179635546	0.4562225103	-0.7991365804	0.1555819049	-0.3575523133	-0.4040766211	0.2406686688	-0.1777501778	0.1161212558	0.2246059164	-4.75E-02	0.2295206106	-5.05E-02
0.4197089614	0.4518653498	-0.8017026949	0.1538157307	-0.3585499123	-0.4005772143	0.2424435092	-0.1759710846	0.1169435332	0.222624036	-4.80E-02	0.2273585553	-5.11E-02
0.4214616558	0.4474168201	-0.8042706153	0.1520155414	-0.3595459629	-0.397010273	0.2442294308	-0.1741599165	0.1177703412	0.2206185158	-4.86E-02	0.2251712445	-5.17E-02
0.4232216684	0.442877262	-0.8068402529	0.1501814931	-0.3605403973	-0.3933759714	0.246026469	-0.1723167751	0.1186016824	0.2185893752	-4.92E-02	0.2229587036	-5.23E-02
0.4249890297	0.4382470332	-0.8094115179	0.148313749	-0.3615331466	-0.3896744944	0.2478346588	-0.1704417673	0.1194375585	0.2165366356	-4.97E-02	0.2207209606	-5.29E-02
0.4267637703	0.4335265083	-0.8119843188	0.1464124792	-0.3625241413	-0.3859060372	0.2496540346	-0.1685350059	0.120277971	0.2144603211	-5.03E-02	0.2184580462	-5.35E-02
0.4285459211	0.4287160789	-0.8145585632	0.1444778609	-0.3635133108	-0.3820708056	0.2514846301	-0.1665966088	0.1211229207	0.2123604579	-5.09E-02	0.2161699935	-5.41E-02
0.4303355131	0.4238161534	-0.8171341574	0.1425100782	-0.3645005837	-0.3781690159	0.2533264787	-0.1646266995	0.121972408	0.2102370746	-5.15E-02	0.2138568383	-5.48E-02
0.4321325772	0.418827157	-0.819711006	0.1405093222	-0.3654858878	-0.3742008948	0.255179613	-0.162625407	0.1228264327	0.208090202	-5.21E-02	0.2115186192	-5.54E-02
0.4339371447	0.4137495319	-0.8222890127	0.1384757912	-0.3664691499	-0.3701666797	0.2570440651	-0.1605928656	0.1236849942	0.2059198733	-5.27E-02	0.2091553772	-5.60E-02
0.435749247	0.4085837368	-0.8248680797	0.1364096902	-0.367450296	-0.3660666183	0.2589198665	-0.1585292155	0.1245480912	0.2037261243	-5.33E-02	0.2067671562	-5.67E-02
0.4375689154	0.4033302475	-0.8274481078	0.1343112315	-0.3684292511	-0.3619009688	0.2608070481	-0.156434602	0.1254157219	0.2015089927	-5.39E-02	0.2043540024	-5.73E-02
0.4393961815	0.3979895563	-0.8300289965	0.1321806342	-0.3694059394	-0.3576700002	0.26270564	-0.1543091761	0.1262878839	0.199268519	-5.45E-02	0.2019159649	-5.80E-02
0.4412310772	0.3925621722	-0.8326106439	0.1300181245	-0.3703802841	-0.3533739916	0.2646156718	-0.1521530943	0.1271645742	0.1970047456	-5.52E-02	0.1994530956	-5.86E-02
0.4430736342	0.3870486209	-0.8351929468	0.1278239354	-0.3713522076	-0.3490132329	0.2665371723	-0.1499665186	0.1280457895	0.1947177177	-5.58E-02	0.1969654488	-5.93E-02
0.4449238846	0.3814494448	-0.8377758005	0.125598307	-0.3723216311	-0.3445880243	0.2684701697	-0.1477496165	0.1289315253	0.1924074827	-5.64E-02	0.1944530816	-6.00E-02
0.4467818604	0.3757652025	-0.840359099	0.1233414863	-0.3732884752	-0.3400986766	0.2704146915	-0.1455025611	0.1298217771	0.1900740902	-5.71E-02	0.1919160539	-6.07E-02
0.4486475939	0.3699964693	-0.8429427348	0.1210537274	-0.3742526593	-0.3355455109	0.2723707644	-0.1432255309	0.1307165395	0.1877175926	-5.78E-02	0.1893544281	-6.14E-02
0.4505211176	0.3641438369	-0.845526599	0.118735291	-0.375214102	-0.3309288588	0.2743384143	-0.1409187101	0.1316158063	0.1853380442	-5.84E-02	0.1867682696	-6.21E-02
0.4524024639	0.3582079134	-0.8481105814	0.116386445	-0.3761727208	-0.3262490625	0.2763176664	-0.1385822882	0.1325195709	0.1829355021	-5.91E-02	0.1841576462	-6.28E-02
0.4542916654	0.352189323	-0.8506945701	0.1140074641	-0.3771284326	-0.3215064744	0.2783085453	-0.1362164605	0.1334278259	0.1805100256	-5.98E-02	0.1815226287	-6.35E-02
0.4561887551	0.3460887062	-0.853278452	0.1115986297	-0.3780811528	-0.3167014574	0.2803110745	-0.1338214276	0.1343405633	0.1780616763	-6.05E-02	0.1788632905	-6.42E-02
0.4580937658	0.3399067197	-0.8558621125	0.1091602303	-0.3790307961	-0.3118343847	0.2823252768	-0.1313973956	0.1352577744	0.1755905185	-6.11E-02	0.1761797077	-6.50E-02
0.4600067306	0.3336440362	-0.8584454352	0.1066925612	-0.3799772764	-0.3069056399	0.2843511742	-0.1289445762	0.1361794497	0.1730966187	-6.19E-02	0.1734719593	-6.57E-02
0.4619276827	0.3273013443	-0.8610283027	0.1041959243	-0.3809205062	-0.3019156169	0.2863887877	-0.1264631867	0.1371055792	0.1705800459	-6.26E-02	0.170740127	-6.64E-02
0.4638566555	0.3208793486	-0.8636105958	0.1016706284	-0.3818603974	-0.2968647199	0.2884381377	-0.1239534498	0.1380361518	0.1680408714	-6.33E-02	0.1679842951	-6.72E-02
0.4657936824	0.3143787694	-0.8661921938	9.91E-02	-0.3827968606	-0.2917533633	0.2904992434	-0.1214155935	0.138971156	0.165479169	-6.40E-02	0.165204551	-6.80E-02
0.4677387972	0.3078003427	-0.8687729746	9.65E-02	-0.3837298056	-0.2865819718	0.2925721232	-0.1188498517	0.1399105794	0.162895015	-6.47E-02	0.1624009845	-6.87E-02
0.4696920334	0.3011448203	-0.8713528146	9.39E-02	-0.384659141	-0.2813509803	0.2946567947	-0.1162564635	0.1408544088	0.160288488	-6.55E-02	0.1595736885	-6.95E-02
0.4716534252	0.2944129691	-0.8739315884	9.13E-02	-0.3855847745	-0.2760608339	0.2967532742	-0.1136356734	0.1418026304	0.157659669	-6.62E-02	0.1567227584	-7.03E-02
0.4736230064	0.2876055718	-0.8765091694	8.86E-02	-0.3865066128	-0.2707119876	0.2988615774	-0.1109877316	0.1427552292	0.1550086415	-6.70E-02	0.1538482927	-7.11E-02
0.4756008114	0.2807234262	-0.8790854292	8.59E-02	-0.3874245614	-0.2653049068	0.3009817187	-0.1083128935	0.1437121899	0.1523354916	-6.77E-02	0.1509503925	-7.19E-02
0.4775868744	0.2737673452	-0.8816602379	8.32E-02	-0.388338525	-0.2598400667	0.3031137118	-0.1056114202	0.144673496	0.1496403074	-6.85E-02	0.1480291617	-7.27E-02
0.4795812299	0.2667381569	-0.8842334641	8.05E-02	-0.389248407	-0.2543179526	0.3052575689	-0.1028835778	0.1456391302	0.1469231799	-6.93E-02	0.1450847071	-7.35E-02
0.4815839126	0.2596367041	-0.8868049746	7.77E-02	-0.3901541099	-0.2487390598	0.3074133017	-0.1001296383	0.1466090746	0.1441842022	-7.01E-02	0.1421171381	-7.44E-02
0.4835949572	0.2524638448	-0.8893746349	7.49E-02	-0.3910555352	-0.2431038933	0.3095809202	-9.73E-02	0.14758331	0.1414234701	-7.09E-02	0.1391265673	-7.52E-02
0.4856143987	0.2452204513	-0.8919423087	7.21E-02	-0.3919525831	-0.2374129682	0.3117604338	-9.45E-02	0.1485618167	0.1386410815	-7.17E-02	0.1361131097	-7.60E-02
0.487642272	0.2379074106	-0.8945078581	6.93E-02	-0.392845153	-0.2316668092	0.3139518505	-9.17E-02	0.149544574	0.135837137	-7.25E-02	0.1330768833	-7.69E-02
0.4896786124	0.2305256241	-0.8970711435	6.64E-02	-0.393733143	-0.2258659508	0.3161551772	-8.89E-02	0.15053156	0.1330117396	-7.33E-02	0.1300180091	-7.78E-02
0.4917234553	0.2230760076	-0.8996320239	6.35E-02	-0.3946164502	-0.2200109374	0.3183704197	-8.60E-02	0.1515227523	0.1301649947	-7.41E-02	0.1269366105	-7.86E-02
0.4937768362	0.2155594908	-0.9021903564	6.06E-02	-0.3954949707	-0.2141023226	0.3205975825	-8.31E-02	0.1525181272	0.1272970102	-7.50E-02	0.1238328142	-7.95E-02
0.4958387906	0.2079770175	-0.9047459967	5.76E-02	-0.3963685994	-0.2081406701	0.3228366688	-8.01E-02	0.1535176603	0.1244078962	-7.58E-02	0.1207067494	-8.04E-02
0.4979093544	0.2003295454	-0.9072987985	5.47E-02	-0.3972372301	-0.2021265526	0.3250876808	-7.72E-02	0.154521326	0.1214977654	-7.67E-02	0.1175585482	-8.13E-02
0.4999885636	0.1926180457	-0.9098486141	5.17E-02	-0.3981007555	-0.1960605526	0.3273506192	-7.42E-02	0.1555290978	0.1185667331	-7.76E-02	0.1143883457	-8.22E-02
0.5020764543	0.1848435032	-0.9123952941	4.87E-02	-0.3989590673	-0.1899432618	0.3296254836	-7.12E-02	0.1565409482	0.1156149167	-7.84E-02	0.1111962795	-8.31E-02
0.5041730626	0.1770069163	-0.9149386873	4.57E-02	-0.3998120559	-0.1837752813	0.331912272	-6.82E-02	0.1575568486	0.1126424361	-7.93E-02	0.1079824904	-8.41E-02
0.506278425	0.1691092961	-0.9174786408	4.26E-02	-0.4006596106	-0.1775572213	0.3342109813	-6.52E-02	0.1585767694	0.1096494139	-8.02E-02	0.1047471218	-8.50E-02
0.5083925781	0.1611516673	-0.920015	3.96E-02	-0.4015016199	-0.1712897014	0.336521607	-6.21E-02	0.15960068	0.1066359749	-8.11E-02	0.1014903201	-8.59E-02
0.5105155585	0.1531350669	-0.9225476087	3.65E-02	-0.4023379706	-0.16497335	0.338844143	-5.90E-02	0.1606285485	0.1036022461	-8.20E-02	9.82E-02	-8.69E-02
0.5126474031	0.145060545	-0.9250763089	3.34E-02	-0.4031685489	-0.1586088047	0.341178582	-5.59E-02	0.1616603421	0.1005483573	-8.29E-02	9.49E-02	-8.79E-02
0.514788149	0.136929164	-0.9276009407	3.03E-02	-0.4039932395	-0.1521967119	0.3435249152	-5.28E-02	0.1626960269	9.75E-02	-8.39E-02	9.16E-02	-8.88E-02
0.5169378332	0.1287419986	-0.9301213428	2.71E-02	-0.4048119261	-0.1457377271	0.3458831323	-4.96E-02	0.1637355677	9.44E-02	-8.48E-02	8.83E-02	-8.98E-02
0.5190964931	0.1205001357	-0.9326373519	2.40E-02	-0.4056244913	-0.1392325143	0.3482532214	-4.64E-02	0.1647789283	9.13E-02	-8.57E-02	8.49E-02	-9.08E-02
0.5212641662	0.1122046742	-0.935148803	2.08E-02	-0.4064308164	-0.1326817462	0.3506351692	-4.32E-02	0.1658260712	8.81E-02	-8.67E-02	8.15E-02	-9.18E-02
0.5234408902	0.1038567247	-0.9376555294	1.76E-02	-0.4072307816	-0.1260861043	0.3530289608	-4.00E-02	0.1668769577	8.50E-02	-8.77E-02	7.81E-02	-9.28E-02
0.5256267027	9.55E-02	-0.9401573624	1.44E-02	-0.408024266	-0.1194462783	0.3554345798	-3.68E-02	0.1679315482	8.18E-02	-8.86E-02	7.47E-02	-9.39E-02
0.5278216418	8.70E-02	-0.9426541319	1.12E-02	-0.4088111475	-0.1127629666	0.357852008	-3.36E-02	0.1689898014	7.86E-02	-8.96E-02	7.12E-02	-9.49E-02
0.5300257455	7.85E-02	-0.9451456656	7.92E-03	-0.4095913027	-0.1060368757	0.3602812256	-3.03E-02	0.1700516752	7.54E-02	-9.06E-02	6.78E-02	-9.59E-02
0.5322390522	7.00E-02	-0.9476317898	4.66E-03	-0.4103646072	-9.93E-02	0.3627222114	-2.70E-02	0.1711171259	7.22E-02	-9.16E-02	6.43E-02	-9.70E-02
0.5344616002	6.14E-02	-0.9501123287	1.39E-03	-0.4111309353	-9.25E-02	0.3651749422	-2.37E-02	0.1721861086	6.89E-02	-9.27E-02	6.08E-02	-9.80E-02
0.5366934281	5.27E-02	-0.9525871049	-1.89E-03	-0.4118901603	-8.56E-02	0.3676393931	-2.04E-02	0.1732585773	6.57E-02	-9.37E-02	5.73E-02	-9.91E-02
0.5389345748	4.40E-02	-0.955055939	-5.19E-03	-0.412642154	-7.87E-02	0.3701155377	-1.70E-02	0.1743344844	6.24E-02	-9.47E-02	5.37E-02	-0.100207409
0.541185079	3.53E-02	-0.9575186499	-8.50E-03	-0.4133867872	-7.18E-02	0.3726033475	-1.37E-02	0.1754137812	5.91E-02	-9.58E-02	5.02E-02	-0.1013029252
0.5434449799	2.66E-02	-0.9599750548	-1.18E-02	-0.4141239296	-6.48E-02	0.3751027923	-1.03E-02	0.1764964174	5.58E-02	-9.68E-02	4.66E-02	-0.1024090346
0.5457143167	1.77E-02	-0.9624249687	-1.52E-02	-0.4148534496	-5.78E-02	0.3776138402	-6.94E-03	0.1775823416	5.24E-02	-9.79E-02	4.30E-02	-0.1035258113
0.5479931287	8.89E-03	-0.9648682051	-1.85E-02	-0.4155752142	-5.08E-02	0.3801364573	-3.54E-03	0.1786715007	4.91E-02	-9.90E-02	3.94E-02	-0.1046533293
0.5502814557	6.66E-06	-0.9673045756	-2.19E-02	-0.4162890896	-4.37E-02	0.3826706077	-1.25E-04	0.1797638405	4.57E-02	-0.1000627255	3.58E-02	-0.1057916623
0.5525793372	-8.92E-03	-0.9697338898	-2.52E-02	-0.4169949405	-3.66E-02	0.3852162537	3.30E-03	0.180859305	4.23E-02	-0.10116317	3.21E-02	-0.1069408841
0.5548868132	-1.79E-02	-0.9721559557	-2.86E-02	-0.4176926304	-2.94E-02	0.3877733558	6.75E-03	0.1819578371	3.89E-02	-0.1022744088	2.84E-02	-0.1081010683
0.5572039238	-2.69E-02	-0.9745705792	-3.20E-02	-0.4183820218	-2.23E-02	0.3903418721	1.02E-02	0.1830593779	3.55E-02	-0.1033965212	2.47E-02	-0.1092722883
0.5595307091	-3.59E-02	-0.9769775646	-3.54E-02	-0.4190629758	-1.50E-02	0.3929217589	1.37E-02	0.1841638673	3.20E-02	-0.1045295869	2.10E-02	-0.1104546172
0.5618672096	-4.50E-02	-0.979376714	-3.88E-02	-0.4197353523	-7.79E-03	0.3955129706	1.72E-02	0.1852712435	2.86E-02	-0.105673685	1.73E-02	-0.111648128
0.5642134658	-5.41E-02	-0.981767828	-4.22E-02	-0.4203990101	-5.17E-04	0.3981154592	2.06E-02	0.1863814432	2.51E-02	-0.1068288952	1.36E-02	-0.1128528935
0.5665695185	-6.32E-02	-0.9841507052	-4.56E-02	-0.4210538067	6.79E-03	0.4007291748	2.42E-02	0.1874944015	2.16E-02	-0.1079952968	9.84E-03	-0.1140689861
0.5689354085	-7.23E-02	-0.9865251421	-4.90E-02	-0.4216995984	1.41E-02	0.4033540653	2.77E-02	0.188610052	1.81E-02	-0.1091729691	6.07E-03	-0.1152964782
0.571311177	-8.15E-02	-0.9888909338	-5.24E-02	-0.4223362403	2.15E-02	0.4059900763	3.12E-02	0.1897283266	1.46E-02	-0.1103619916	2.28E-03	-0.1165354415
0.5736968652	-9.07E-02	-0.991247873	-5.59E-02	-0.4229635862	2.89E-02	0.4086371514	3.47E-02	0.1908491557	1.10E-02	-0.1115624434	-1.52E-03	-0.1177859478
0.5760925145	-9.99E-02	-0.9935957511	-5.93E-02	-0.4235814887	3.63E-02	0.4112952317	3.83E-02	0.1919724679	7.46E-03	-0.1127744037	-5.34E-03	-0.1190480683
